TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,TransactionDay,TimeSinceLastTransaction,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,CustomerAgeGroup,TransactionAmountGroup,CustomerAgeGroup_enc,TransactionAmountGroup_enc,Target
-0.9750646611211163,1.4283628342630514,-0.5537641439801716,-0.2063881122025158,-0.0013665709157722429,-0.8487222282241844,-0.5432976426907177,-0.7855717578649111,0,1,1,0,0,1,0,0,0,Senior,Very Low,2,2,1
0.26984033519646217,1.315694082664804,0.3082108832196369,-0.2063881122025158,2.229578752949602,-0.8487222282241844,1.291978845029139,-0.0631616737430323,0,1,1,0,0,1,0,0,0,Senior,Low,2,0,4
-0.5893727086516082,-1.4446903314922608,-0.9129204053134251,-0.2063881122025158,-1.0307950823568426,1.8871972159936823,-0.6580024231732087,0.0594031996178702,0,1,0,0,1,0,0,0,1,Youth,Low,3,0,2
-0.38927352368503026,-1.0503497008983944,-1.3582741693666593,-0.2063881122025158,0.8905393981595996,-0.8487222282241844,-1.2315263255856639,-0.5604197402355342,0,1,0,0,1,0,0,0,1,Adult,Low,0,0,3
-0.9772646865184468,0.0,1.127087159059455,-0.2063881122025158,0.596494369675159,0.5192374938847489,0.030226259721737564,0.9785627708412316,1,0,0,0,1,0,0,0,1,Adult,Very Low,0,2,3
-0.7067303134404586,-1.5010247072913845,0.7535646472728713,-0.2063881122025158,-1.1186917531654996,0.5192374938847489,-1.4609358865506459,-0.8603098819826799,0,1,1,0,0,0,0,0,1,Youth,Very Low,3,2,2
-0.9991618143012522,-0.43067156710803295,0.2794783823129766,-0.2063881122025158,2.1154862064042987,-0.8487222282241844,-0.08447852076075348,-1.3014793674074425,1,0,1,0,0,1,0,0,0,Adult,Very Low,0,2,4
-0.43423654274297296,1.25935970686568,2.463148451219158,-0.2063881122025158,-0.5989127378595186,0.5192374938847489,-0.8874119841381908,-0.5317953929754713,1,0,0,1,0,0,0,1,0,Senior,Low,2,0,1
-0.6583297546991869,0.35800969407969985,-0.48193289171352083,-0.2063881122025158,1.0262739230048117,-0.8487222282241844,0.6037501621341927,-0.982389755175889,1,0,0,1,0,0,1,0,0,Middle-aged,Low,1,0,4
1.7813952847498673,0.583347197276195,0.006519623699703942,-0.2063881122025158,-1.0567174662360974,-0.8487222282241844,1.7507979669591032,-0.8888952511679273,0,1,1,0,0,1,0,0,0,Middle-aged,Low,1,0,1
-0.9623801396896323,0.41434406987882366,-0.8698216539534347,-0.2063881122025158,0.6403872326744512,-0.8487222282241844,-0.19918330124324451,-1.0481147152191204,1,0,0,0,1,0,1,0,0,Middle-aged,Very Low,1,2,4
-0.3702983046330544,-1.3320215798940134,0.7679308977262014,-0.2063881122025158,-0.9259238556069471,0.5192374938847489,-1.1168215451031729,-1.385540743013882,0,1,0,0,1,0,0,0,1,Youth,Low,3,0,2
0.67643252894061,-1.163018452496642,-0.12277663038026733,-0.2063881122025158,-0.9023906553120646,0.5192374938847489,-1.0021167646206817,-0.25052938795660806,1,0,0,1,0,0,0,0,1,Youth,Low,3,0,2
1.6638314275800168,-1.0503497008983944,0.04961837505969437,-0.2063881122025158,-1.2714317952942962,-0.8487222282241844,0.4890453816517017,1.3064176726492598,0,1,1,0,0,0,0,0,1,Adult,Low,0,0,3
-0.4494648435401201,-1.5010247072913845,0.2076471300463259,-0.2063881122025158,-1.2429886421256977,-0.8487222282241844,-0.31388808172573557,-1.320129236179545,0,1,0,0,1,0,0,0,1,Youth,Low,3,0,2
0.5765032503462375,-0.4870059429071567,0.13581587777967521,-0.2063881122025158,-0.4262258509242606,-0.8487222282241844,-0.42859286220822657,1.5126587009774755,0,1,1,0,0,0,1,0,0,Adult,Low,0,0,3
0.8870849607350078,-1.4446903314922608,0.5524371409262493,-0.2063881122025158,-1.028496202687646,-0.8487222282241844,1.6360931864766122,1.1095061931031387,1,0,0,1,0,0,0,0,1,Youth,Low,3,0,2
0.6709668408441171,-0.3180028155097854,1.64427217537934,-0.2063881122025158,-0.0019445159728990024,1.8871972159936823,-0.19918330124324451,1.5322618496851843,0,1,0,0,1,0,1,0,0,Adult,Low,0,0,3
-0.9592863539746364,0.80868470047269,-0.19460788264691803,-0.2063881122025158,0.730394434986366,-0.8487222282241844,0.6037501621341927,-1.2450762473905619,1,0,0,1,0,0,0,1,0,Middle-aged,Very Low,1,2,1
-0.7777842586948679,-1.5010247072913845,0.7104658959128808,-0.2063881122025158,0.3743957604674206,1.8871972159936823,-0.8874119841381908,-0.2407794405514306,1,0,0,0,1,0,0,0,1,Youth,Very Low,3,2,2
-0.8195847412441479,1.4846972100621754,-1.1715129134733675,-0.2063881122025158,0.1634200134975112,-0.8487222282241844,1.40668362551163,-1.1795230514541788,0,1,0,1,0,0,0,1,0,Senior,Very Low,2,2,1
-0.7286618166200973,-0.3743371913089092,-0.3813691385402099,-0.2063881122025158,1.0394453940612067,1.8871972159936823,-0.5432976426907177,0.35968138492878154,0,1,0,1,0,1,0,0,0,Adult,Very Low,0,2,4
-0.84406002378945,-0.3180028155097854,0.006519623699703942,-0.2063881122025158,0.9952583983096269,1.8871972159936823,-1.1168215451031729,-0.25929522040320596,0,1,0,0,1,0,1,0,0,Adult,Very Low,0,2,3
0.16533912882326204,-1.2756872040948894,0.32257713367296703,-0.2063881122025158,-0.9585132485380579,1.8871972159936823,-1.5756406670331369,-0.5878089493922427,0,1,0,0,1,0,0,0,1,Youth,Low,3,0,2
-0.5232000697475261,-1.3320215798940134,-0.33827038718021946,-0.2063881122025158,-0.8221646570696485,-0.8487222282241844,-1.5756406670331369,-1.1607014185752278,0,1,0,0,1,0,0,0,1,Youth,Low,3,0,2
-0.9977524230310872,1.1466909552674327,2.2476546944192055,-0.2063881122025158,-0.3825884189993238,0.5192374938847489,0.4890453816517017,1.0160777021021077,1,0,0,0,1,0,0,1,0,Middle-aged,Very Low,1,2,1
-0.17466792125480404,-1.2193528282957657,0.5524371409262493,-0.2063881122025158,-1.1466421049684228,-0.8487222282241844,0.1449310402042286,-0.7292590800104869,0,1,1,0,0,0,0,0,1,Youth,Low,3,0,2
-0.884897995227398,-0.43067156710803295,-0.3526366376335496,-0.2063881122025158,-0.6272217252112838,-0.8487222282241844,1.521388405994121,-0.9074598893307532,0,1,0,1,0,0,1,0,0,Adult,Very Low,0,2,3
-0.5853851626189468,-0.03633093651416654,1.1127209086061247,-0.2063881122025158,-0.863162634559582,-0.8487222282241844,0.9478645035816659,-1.5079837963192322,0,1,0,0,1,1,0,0,0,Adult,Low,0,0,3
-0.830412991246634,-0.9940153250992706,2.3482184475925165,-0.2063881122025158,-0.9716227969097604,-0.8487222282241844,0.4890453816517017,0.7342871759706124,0,1,0,1,0,0,0,0,1,Adult,Very Low,0,2,3
-0.9261828468241785,0.80868470047269,-1.4301054216333102,-0.2063881122025158,0.8300125539848765,0.5192374938847489,0.1449310402042286,0.12487995944096601,1,0,0,0,1,1,0,0,0,Middle-aged,Very Low,1,2,4
-0.8202722491808137,-0.8813465735010231,1.974695935805933,-0.2063881122025158,1.2142350721641355,-0.8487222282241844,-1.1168215451031729,-1.3859665703381927,0,1,1,0,0,1,0,0,0,Adult,Very Low,0,2,4
0.33931301219654014,0.24534094248145233,0.6960996454595507,-0.2063881122025158,1.1797931589159845,-0.8487222282241844,1.062569284064157,0.7809799781012778,0,1,1,0,0,0,1,0,0,Middle-aged,Low,1,0,4
1.9940071141637623,-1.2756872040948894,0.43750713729960816,-0.2063881122025158,-1.2174274739071471,0.5192374938847489,-0.31388808172573557,-1.0572600138815433,0,1,0,0,1,0,0,0,1,Youth,Low,3,0,2
-0.14603321569267397,0.020003439284957236,-0.9991179080334059,-0.2063881122025158,2.50228625633387,-0.8487222282241844,1.291978845029139,1.0812773810145353,1,0,0,1,0,1,0,0,0,Adult,Low,0,0,4
-0.5946321443671017,0.24534094248145233,-1.0709491603000567,-0.2063881122025158,0.1669883082028968,-0.8487222282241844,0.030226259721737564,0.9780533415180123,0,1,0,1,0,0,1,0,0,Middle-aged,Low,1,0,3
-0.7549246198007304,-1.0503497008983944,0.36567588503295745,-0.2063881122025158,-1.088006482788673,-0.8487222282241844,0.6037501621341927,1.3158915163099902,0,1,0,1,0,0,0,0,1,Adult,Very Low,0,2,3
1.2084261703325978,1.7100347132586704,0.2507458814063163,-0.2063881122025158,-0.062347514778237925,0.5192374938847489,-1.5756406670331369,-1.1602747226587204,0,1,1,0,0,0,0,1,0,Senior,Low,2,0,1
1.710410090289124,1.2030253310665564,-0.4244678899002003,-0.2063881122025158,0.7217536403599478,0.5192374938847489,-0.42859286220822657,0.9407245061352261,0,1,1,0,0,1,0,0,0,Senior,Low,2,0,1
0.13024184865647356,0.583347197276195,1.3856796672193974,-0.2063881122025158,-1.0573599140897785,0.5192374938847489,0.9478645035816659,-1.5075757751349486,0,1,0,0,1,0,0,1,0,Middle-aged,Low,1,0,1
0.1056290645238384,1.034022203669185,-0.007846626753626199,-0.2063881122025158,-0.20482129180744665,1.8871972159936823,1.7507979669591032,0.2565513705375246,0,1,1,0,0,0,0,1,0,Middle-aged,Low,1,0,1
-0.9065544952323703,-0.3743371913089092,-1.4444716720866402,-0.2063881122025158,2.34712090905463,-0.8487222282241844,-0.7727072036556997,-1.648731995868718,0,1,0,0,1,1,0,0,0,Adult,Very Low,0,2,4
-0.1936087649099466,0.6960159488744425,-0.05094537811361662,-0.2063881122025158,2.1258866373207197,1.8871972159936823,0.4890453816517017,-0.7001832819563175,1,0,0,0,1,1,0,0,0,Middle-aged,Low,1,0,4
-0.8333348999774637,-1.4446903314922608,-0.03657912766028648,-0.2063881122025158,-1.2579894124923732,-0.8487222282241844,-0.42859286220822657,-0.7763572975488461,0,1,1,0,0,0,0,0,1,Youth,Very Low,3,2,2
0.022578105774610946,-0.9940153250992706,-1.2433441657400184,-0.2063881122025158,-1.0962628407476276,-0.8487222282241844,1.177274064546648,0.20893254055141613,0,1,0,1,0,0,0,0,1,Adult,Low,0,0,3
0.4727583027033698,1.6537003374595467,-0.4244678899002003,-0.2063881122025158,-0.11461542088214431,0.5192374938847489,-1.3462311060681549,0.8659510954594765,0,1,0,1,0,0,0,1,0,Senior,Low,2,0,1
-0.45805869274844246,-1.0503497008983944,-0.6399616467001524,-0.2063881122025158,-0.9309653941856337,-0.8487222282241844,-0.31388808172573557,1.5219084478515215,0,1,0,1,0,0,0,0,1,Adult,Low,0,0,3
0.7304706527625411,-1.4446903314922608,-0.20897413310024818,-0.2063881122025158,-1.1186865929417755,-0.8487222282241844,-0.7727072036556997,0.9123326158617386,0,1,0,0,1,0,0,0,1,Youth,Low,3,0,2
